Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,TotalBathrooms,TotalPoarchSF,PricePerSqFt
48,20,FV,84.0,11096,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,GLQ,24,Unf,0,1632,1656,GasA,0,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,2,7,Typ,0,3,Attchd,2006.0,RFn,3,826,5,5,Y,0,146,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.428019481065613,1,1,2.0,146,150.78502415458937
49,190,RM,33.0,4456,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,736,736,GasA,2,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,Typ,0,3,None,0.0,None,0,0,3,3,N,0,0,102,0,0,0,None,None,None,0,6,2009,New,Partial,11.635151947212842,89,1,2.0,102,77.8236914600551
50,20,RL,66.0,7742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,No,BLQ,763,Unf,0,192,955,GasA,0,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1966.0,Unf,1,386,5,5,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2007,WD,Normal,11.751950239425476,41,41,2.0,0,132.98429319371726
51,60,RL,65.0,13869,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,Av,GLQ,182,Unf,0,612,794,GasA,2,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,Typ,0,3,Attchd,1997.0,Fin,2,388,5,5,Y,0,75,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.083910661257521,10,10,2.5,75,120.40816326530613
52,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,No,Unf,0,Unf,0,816,816,GasA,4,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,Typ,1,2,Detchd,1985.0,Unf,2,528,5,5,Y,112,0,0,0,0,0,None,MnPrv,Shed,400,9,2006,WD,Normal,11.648338835562747,72,56,1.0,0,97.3639455782313
53,90,RM,110.0,8472,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,4,CBlock,2,4,Gd,LwQ,104,GLQ,712,0,816,GasA,4,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,3,CarPort,1963.0,Unf,2,516,5,5,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,11.608244735642321,47,47,2.0,0,134.80392156862746
54,20,RL,68.0,50271,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,2,4,CBlock,0,4,Gd,GLQ,1810,Unf,0,32,1842,GasA,2,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,2,5,Typ,1,2,Attchd,1981.0,Fin,3,894,5,5,Y,857,72,0,0,0,0,None,None,None,0,11,2006,WD,Normal,12.861001210669146,25,19,2.5,72,209.01194353963083
55,80,RL,60.0,7134,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,No,ALQ,384,Unf,0,0,384,GasA,4,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,5,Detchd,1962.0,Unf,2,572,5,5,Y,0,50,0,0,0,0,None,MnPrv,None,0,2,2007,WD,Normal,11.775297421715827,52,52,1.0,50,95.58823529411765
56,20,RL,100.0,10175,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,4,CBlock,4,4,No,BLQ,490,Unf,0,935,1425,GasA,2,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,2,Attchd,1964.0,RFn,2,576,5,5,Y,0,0,0,407,0,0,None,None,None,0,7,2008,WD,Normal,12.103491596905931,44,44,2.0,407,126.66666666666667
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,2,4,PConc,2,4,No,GLQ,649,Unf,0,321,970,GasA,0,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,2,7,Typ,0,3,Attchd,1999.0,Fin,2,480,5,5,Y,115,0,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,12.058158312538197,10,9,3.5,0,99.19493962047153
58,60,RL,89.0,11645,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,Unf,0,Unf,0,860,860,GasA,0,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,2,7,Typ,0,3,Attchd,2004.0,RFn,2,565,5,5,Y,0,70,0,0,0,0,None,None,None,0,8,2006,WD,Normal,12.188422799337028,2,2,2.5,70,114.24418604651163
59,60,RL,66.0,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,0,4,PConc,0,4,Gd,Unf,0,Unf,0,1410,1410,GasA,0,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,2,10,Typ,1,2,BuiltIn,2006.0,Fin,3,641,5,5,Y,192,0,37,0,0,0,None,None,None,0,10,2006,New,Partial,12.991755706536901,0,0,3.5,37,148.99151103565364
60,20,RL,60.0,7200,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,Av,ALQ,632,Unf,0,148,780,GasA,0,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1973.0,Unf,1,352,5,5,Y,196,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,11.735276702486741,36,36,1.0,0,160.12820512820514
61,20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,No,ALQ,941,Unf,0,217,1158,GasA,0,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,2,5,Typ,0,3,Detchd,2006.0,Unf,2,576,5,5,Y,0,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,11.970356641102999,2,2,2.5,50,136.44214162348877
62,75,RM,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,0,No,Unf,0,Unf,0,530,530,GasA,4,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,1,6,Typ,0,3,Detchd,1935.0,Unf,1,288,5,5,N,0,0,144,0,0,0,None,None,None,0,3,2007,WD,Normal,11.522885696764481,87,11,1.0,144,90.9090909090909
63,120,RL,44.0,6442,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,2,4,PConc,2,1,Mn,GLQ,24,Unf,0,1346,1370,GasA,0,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,2,6,Typ,1,2,Attchd,2006.0,RFn,2,484,5,5,Y,120,49,0,0,0,0,None,None,None,0,10,2007,WD,Normal,12.218500103788143,1,1,2.0,49,147.8102189781022
64,70,RM,50.0,10300,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,576,576,GasA,2,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,3,Detchd,1990.0,Unf,2,480,5,5,Y,12,11,64,0,0,0,None,GdPrv,None,0,4,2010,WD,Normal,11.849404844423074,89,60,2.0,75,81.87134502923976
65,60,RL,70.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,4,PConc,2,4,No,GLQ,739,Unf,0,318,1057,GasA,0,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,2,8,Typ,0,3,Attchd,1998.0,RFn,2,645,5,5,Y,576,36,0,0,0,0,None,GdPrv,None,0,2,2009,WD,Normal,12.299112067295642,12,11,3.5,36,107.91543756145526
66,60,RL,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,2,4,PConc,0,4,Av,Unf,0,Unf,0,1143,1143,GasA,0,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,2,9,Typ,1,2,BuiltIn,2004.0,RFn,3,852,5,5,Y,192,151,0,0,0,0,None,None,None,0,10,2007,WD,Normal,12.666660207428574,3,2,2.5,151,128.1843914274161
67,20,RL,73.0,19900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,4,CBlock,2,4,Gd,GLQ,912,Unf,0,1035,1947,GasA,4,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,2,Attchd,1970.0,RFn,2,576,5,5,Y,301,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,12.100717685412471,40,21,3.0,0,81.55867693701857
68,20,RL,72.0,10665,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,2,4,PConc,2,4,Av,GLQ,1013,Unf,0,440,1453,GasA,0,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,2,7,Typ,0,3,Attchd,2003.0,RFn,2,558,5,5,Y,144,29,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.328294703023394,4,4,3.0,29,152.80594996619337
69,30,RM,47.0,4608,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,No,Unf,0,Unf,0,747,747,GasA,4,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,3,Attchd,1945.0,Unf,1,220,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,11.289794413577894,65,60,1.0,0,107.095046854083
70,50,RL,81.0,15593,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,2,4,CBlock,4,4,No,BLQ,603,Unf,0,701,1304,GasW,4,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,5,Attchd,1953.0,Fin,2,667,5,5,Y,0,21,114,0,0,0,None,None,None,0,7,2006,WD,Normal,12.323860125621126,53,53,2.0,135,98.38216003498033
71,20,RL,95.0,13651,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,2,CBlock,2,4,Gd,ALQ,1880,Unf,0,343,2223,GasA,0,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,2,Attchd,1973.0,Fin,2,516,5,5,Y,300,0,0,0,0,0,None,None,None,0,2,2007,WD,Normal,12.404927602627597,34,34,3.0,0,109.76158344579397
72,20,RL,69.0,7599,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,No,ALQ,565,Unf,0,280,845,GasA,4,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,3,Detchd,1987.0,Unf,2,360,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,11.771443882099637,25,1,2.0,0,153.25443786982248
73,60,RL,74.0,10141,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,4,PConc,2,4,No,Unf,0,Unf,0,832,832,GasA,2,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,5,Attchd,1998.0,Fin,2,427,5,5,Y,0,94,0,0,291,0,None,None,None,0,12,2009,WD,Normal,12.128116509451258,11,11,2.5,385,107.68335273573923
74,20,RL,85.0,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,4,CBlock,4,4,No,ALQ,320,BLQ,362,404,1086,GasA,2,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1989.0,Unf,2,490,5,5,Y,0,0,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,11.88380602959621,56,7,2.0,0,133.4254143646409
75,50,RM,60.0,5790,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,1,4,No,Unf,0,Unf,0,840,840,GasA,2,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,3,Detchd,1915.0,Unf,1,379,5,5,Y,0,0,202,0,0,0,None,None,None,0,5,2010,WD,Normal,11.58432477200052,95,60,2.0,202,66.91588785046729
76,180,RM,21.0,1596,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,2,4,Gd,GLQ,462,Unf,0,0,462,GasA,4,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,3,BuiltIn,1973.0,Unf,1,297,5,5,Y,120,101,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,11.418625774449598,36,36,2.0,101,92.10526315789474
77,20,RL,73.0,8475,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,ALQ,228,Unf,0,724,952,GasA,0,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1956.0,Unf,1,283,5,5,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,11.818577604251555,52,52,1.0,0,142.59453781512605
78,50,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,No,BLQ,336,GLQ,41,295,672,GasA,4,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,3,Detchd,1948.0,Unf,1,240,5,5,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,11.751950239425476,60,7,2.0,0,98.83268482490273
79,90,RL,72.0,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,No,Unf,0,Unf,0,1768,1768,GasA,4,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,3,None,0.0,None,0,0,3,3,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,11.824087219587643,42,42,2.0,0,77.20588235294117
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,No,Unf,0,Unf,0,440,440,GasA,2,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,3,Detchd,1966.0,Unf,2,440,5,5,Y,74,0,128,0,0,0,None,MnPrv,None,0,5,2009,WD,Normal,11.608244735642321,99,28,1.5,128,89.4308943089431
81,60,RL,100.0,13000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,2,CBlock,2,4,No,Rec,448,Unf,0,448,896,GasA,4,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,2,8,Typ,1,2,Attchd,1968.0,Fin,1,509,5,5,Y,0,72,0,0,252,0,None,None,None,0,6,2009,WD,Normal,12.173037959397275,41,41,2.5,324,90.33613445378151
82,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,2,PConc,0,1,No,GLQ,1201,Unf,0,36,1237,GasA,0,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,3,Attchd,1998.0,Fin,2,405,5,5,Y,0,199,0,0,0,0,None,None,None,0,3,2006,WD,Normal,11.941462360646149,8,8,3.0,199,114.80927449513837
83,20,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,4,PConc,2,4,No,GLQ,33,Unf,0,1530,1563,GasA,0,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2007.0,RFn,3,758,5,5,Y,144,99,0,0,0,0,None,None,None,0,10,2008,WD,Normal,12.409017571151187,1,1,2.0,99,156.7498400511836
84,20,RL,80.0,8892,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,4,CBlock,4,4,No,Unf,0,Unf,0,1065,1065,GasA,2,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,3,Detchd,1974.0,Unf,2,461,5,5,Y,74,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,11.748005492256807,47,47,1.5,0,118.77934272300469
85,80,RL,65.0,8530,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,4,PConc,2,4,No,Unf,0,Unf,0,384,384,GasA,2,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,5,BuiltIn,1995.0,Fin,2,400,5,5,Y,120,72,0,0,0,0,None,None,Shed,700,5,2009,WD,Normal,12.034696963475044,14,13,2.5,72,114.31478968792402
86,60,RL,121.0,16059,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,2,4,CBlock,2,4,No,Unf,0,Unf,0,1288,1288,GasA,0,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,2,9,Typ,1,5,Attchd,1991.0,Unf,2,462,5,5,Y,127,82,0,0,0,0,None,None,None,0,4,2006,WD,Normal,12.468440756144114,15,14,2.5,82,107.57136946628052
87,60,RL,122.0,11911,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,684,684,GasA,0,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,2,6,Typ,1,2,BuiltIn,2005.0,Fin,2,400,5,5,Y,100,38,0,0,0,0,None,None,None,0,3,2009,WD,Normal,12.066816325306588,4,4,2.5,38,111.53846153846153
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,612,612,GasA,0,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,2,4,Typ,0,3,Detchd,2009.0,RFn,2,528,5,5,Y,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,12.010671928196443,0,0,2.5,234,134.3954248366013
89,50,C (all),105.0,8470,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,1,1,CBlock,4,0,No,Unf,0,Unf,0,1013,1013,GasA,4,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,1,6,Typ,0,3,None,0.0,None,0,0,3,3,N,0,0,156,0,0,0,None,MnPrv,None,0,10,2009,ConLD,Abnorml,11.350418300109132,94,27,1.0,156,55.70117955439056
90,20,RL,60.0,8070,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,No,GLQ,588,Unf,0,402,990,GasA,0,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,3,None,0.0,None,0,0,3,3,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,11.724813914587886,13,12,2.0,0,124.84848484848484
91,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,Slab,3,2,None,None,0,None,0,0,0,GasA,4,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1950.0,Unf,2,420,5,5,Y,0,29,0,0,0,0,None,None,None,0,7,2006,WD,Normal,11.60733523953139,56,56,1.0,29,105.67307692307692
92,20,RL,85.0,8500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,4,CBlock,4,4,No,Rec,600,Unf,0,635,1235,GasA,4,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,3,Attchd,1961.0,Unf,2,480,5,5,Y,0,0,0,0,0,0,None,GdWo,None,0,12,2006,WD,Abnorml,11.498836682527127,45,45,1.0,0,79.83805668016194
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,2,4,No,ALQ,713,Unf,0,163,876,GasA,0,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,3,Detchd,1921.0,Unf,2,432,5,5,Y,0,0,44,0,0,0,None,None,None,0,8,2009,WD,Normal,12.004574385508691,88,3,2.0,44,169.6058091286307
94,190,C (all),60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,0,Mn,Rec,1046,Unf,0,168,1214,GasW,0,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,2,Detchd,1900.0,Unf,2,506,5,5,Y,0,0,0,0,99,0,None,None,None,0,11,2007,WD,Normal,11.804855999911272,97,9,2.5,99,58.44609340899171
95,60,RL,69.0,9337,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,2,4,No,GLQ,648,Unf,0,176,824,GasA,0,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,2,7,Typ,0,3,Attchd,1997.0,RFn,2,684,5,5,Y,0,162,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.229549885708273,10,10,3.5,162,114.64165733482643
96,60,RL,65.0,9765,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,0,2,PConc,2,1,No,ALQ,310,Unf,0,370,680,GasA,2,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,5,BuiltIn,1993.0,Fin,2,420,5,5,Y,232,63,0,0,0,0,None,None,Shed,480,4,2009,WD,Normal,12.128116509451258,16,16,2.5,63,125.85034013605443
